RANKING,titulo,ANIO,puntaje,genero,Cantidad de votos,direccion,duracion,GANANCIAS EN DOLARES
2770,Fetih 1453,2012,7.1,"Acción, Drama, Histórico",54064,Faruk Aksoy,162,70000
2771,The Midnight Meat Train,2008,6.1,"Horror, Misterio, Suspenso",54029,Ryûhei Kitamura,98,80000
2772,Pan,2015,5.8,"Aventura, Familiar, Fantasía",53950,Joe Wright,111,35090000
2773,Funny Games,1997,7.6,"Crimen, Drama, Horror",53922,Michael Haneke,108,NA
2774,Date Movie,2006,2.8,"Comedia, Romántica",53799,Aaron Seltzer,83,48550000
2775,Going the Distance,2010,6.3,"Comedia, Romántica",53780,Nanette Burstein,102,17800000
2776,Stepmom,1998,6.7,"Comedia, Drama",53760,Chris Columbus,125,91140000
2777,The Finest Hours,2016,6.8,"Acción, Drama, Histórico",53725,Craig Gillespie,117,27550000
2778,Urban Legend,1998,5.5,"Horror, Misterio",53695,Jamie Blanks,99,38070000
2779,Fish Tank,2009,7.3,Drama,53668,Andrea Arnold,123,370000
2780,Far and Away,1992,6.6,"Aventura, Drama, Romántica",53613,Ron Howard,140,58880000
2781,The Death and Life of Charlie St. Cloud,2010,6.5,"Drama, Fantasía, Romántica",53578,Burr Steers,99,31160000
2782,Coffee and Cigarettes,2003,7.1,"Comedia, Drama, Música",53577,Jim Jarmusch,95,1970000
2783,What a Girl Wants,2003,5.9,"Comedia, Drama, Familiar",53503,Dennie Gordon,105,35990000
2784,Fanboys,2009,6.6,"Aventura, Comedia, Drama",53488,Kyle Newman,90,690000
2785,The Rainmaker,1997,7.1,"Crimen, Drama, Suspenso",53469,Francis Ford Coppola,135,45860000
2786,Bullitt,1968,7.5,"Acción, Crimen, Misterio",53403,Peter Yates,114,42300000
2787,Half Baked,1998,6.7,"Comedia, Crimen",53340,Tamra Davis,82,17280000
2788,Skyscraper,2018,5.9,"Acción, Suspenso",53287,Rawson Marshall Thurber,102,67800000
2789,Three Colours: White,1994,7.7,"Comedia, Drama, Romántica",53268,Krzysztof Kieslowski,92,1460000
2790,The Crimson Rivers,2000,6.9,"Crimen, Misterio, Suspenso",53219,Mathieu Kassovitz,106,630000
2791,Something Borrowed,2011,5.9,"Comedia, Drama, Romántica",53130,Luke Greenfield,112,39050000
2792,The Replacements,2000,6.5,"Comedia, Deportes",53128,Howard Deutch,118,44740000
2793,Legend,1985,6.5,"Aventura, Fantasía, Romántica",53124,Ridley Scott,94,15500000
2794,Firewall,2006,5.8,"Crimen, Suspenso",53106,Richard Loncraine,105,48750000
2795,The Client,1994,6.7,"Crimen, Drama, Misterio",52958,Joel Schumacher,119,92120000
2796,Darkman,1990,6.4,"Acción, Crimen, Ciencia Ficción",52947,Sam Raimi,96,33880000
2797,Save the Last Dance,2001,6.2,"Drama, Música, Romántica",52943,Thomas Carter,112,91060000
2798,Ajeossi,2010,7.8,"Acción, Drama, Suspenso",52925,Jeong-beom Lee,119,10000
2799,I'm Not There,2007,7,"Biografía, Drama, Música",52922,Todd Haynes,135,4019999.9999999995
2800,Friday Night Lights,2004,7.3,"Acción, Drama, Deportes",52903,Peter Berg,118,61190000
2801,Jeepers Creepers II,2003,5.6,Horror,52899,Victor Salva,104,35670000
2802,Becoming Jane,2007,7.1,"Biografía, Drama, Romántica",52886,Julian Jarrold,120,18670000
2803,Queen,2013,8.3,"Comedia, Drama",52825,Vikas Bahl,146,1430000
2804,The Omen,2006,5.5,Horror,52759,John Moore,110,54610000
2805,The Nanny Diaries,2007,6.2,"Comedia, Drama, Romántica",52690,Shari Springer Berman,106,25930000
2806,Top Secret!,1984,7.2,"Comedia, Música",52683,Jim Abrahams,90,20500000
2807,Fainaru fantajî sebun adobento chirudoren,2005,7.3,"Animación, Acción, Aventura",52647,Tetsuya Nomura,101,NA
2808,The Possession,2012,5.9,"Horror, Suspenso",52604,Ole Bornedal,92,49130000
2809,Grudge Match,2013,6.4,"Comedia, Drama, Deportes",52579,Peter Segal,113,29810000
2810,Bernie,2011,6.8,"Biografía, Comedia, Crimen",52568,Richard Linklater,99,9200000
2811,The Dead Zone,1983,7.2,"Horror, Ciencia Ficción, Suspenso",52559,David Cronenberg,103,20770000
2812,Spy Kids 2: Island of Lost Dreams,2002,5.1,"Acción, Aventura, Comedia",52554,Robert Rodriguez,100,85850000
2813,Drinking Buddies,2013,6.1,"Comedia, Drama, Romántica",52508,Joe Swanberg,90,340000
2814,Anatomy of a Murder,1959,8.1,"Crimen, Drama, Misterio",52500,Otto Preminger,160,11900000
2815,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,5.4,Horror,52471,Jack Sholder,87,30000000
2816,Eskiya,1996,8.3,"Crimen, Drama, Suspenso",52466,Yavuz Turgul,128,NA
2817,Traitor,2008,7,"Acción, Crimen, Drama",52443,Jeffrey Nachmanoff,114,23530000
2818,The Art of Getting By,2011,6.6,"Drama, Romántica",52426,Gavin Wiesen,83,1430000
2819,Dick Tracy,1990,6.1,"Acción, Comedia, Crimen",52397,Warren Beatty,105,103740000
2820,BASEketball,1998,6.6,"Comedia, Deportes",52391,David Zucker,103,6940000
2821,Shadow of a Doubt,1943,7.9,Suspenso,52382,Alfred Hitchcock,108,NA
2822,The Great Debaters,2007,7.6,"Biografía, Drama, Romántica",52376,Denzel Washington,126,30230000
2823,The Animal,2001,4.8,"Comedia, Ciencia Ficción",52332,Luke Greenfield,84,57740000
2824,We Are Marshall,2006,7.1,"Drama, Deportes",52331,McG,131,43550000
2825,The Young Victoria,2009,7.3,"Biografía, Drama, Histórico",52330,Jean-Marc Vallée,105,11000000
2826,Bhaag Milkha Bhaag,2013,8.2,"Biografía, Drama, Deportes",52302,Rakeysh Omprakash Mehra,186,1630000
2827,A Night at the Roxbury,1998,6.2,"Comedia, Música, Romántica",52293,John Fortenberry,82,30320000
2828,Proof of Life,2000,6.2,"Acción, Drama, Suspenso",52241,Taylor Hackford,135,32600000
2829,All Quiet on the Western Front,1930,8.1,"Drama, Guerra",52219,Lewis Milestone,136,3270000
2830,Step Up 3D,2010,6.2,"Drama, Música, Romántica",52165,Jon M. Chu,107,42400000
2831,American Assassin,2017,6.2,"Acción, Suspenso",52142,Michael Cuesta,112,36250000
2832,Excalibur,1981,7.4,"Aventura, Drama, Fantasía",52124,John Boorman,140,34970000
2833,Shot Caller,2017,7.3,"Crimen, Drama, Suspenso",52115,Ric Roman Waugh,121,NA
2834,The Devil's Own,1997,6.1,"Acción, Crimen, Drama",52080,Alan J. Pakula,111,42870000
2835,Bangkok Dangerous,2008,5.4,"Acción, Crimen, Suspenso",52018,Danny Pang,99,15280000
2836,Office Christmas Party,2016,5.8,Comedia,51986,Josh Gordon,105,54730000
2837,Takers,2010,6.2,"Acción, Crimen, Suspenso",51973,John Luessenhop,107,57740000
2838,Time Bandits,1981,7,"Aventura, Comedia, Fantasía",51859,Terry Gilliam,116,42370000
2839,La Strada,1954,8.1,Drama,51811,Federico Fellini,108,NA
2840,Ladder 49,2004,6.5,"Acción, Drama, Suspenso",51766,Jay Russell,115,74540000
2841,All the Money in the World,2017,6.8,"Biografía, Crimen, Drama",51764,Ridley Scott,132,25110000
2842,Cars 3,2017,6.8,"Animación, Aventura, Comedia",51739,Brian Fee,102,152900000
2843,Point Break,2015,5.3,"Acción, Crimen, Deportes",51699,Ericson Core,114,28780000
2844,Jigsaw,2017,5.8,"Horror, Misterio, Suspenso",51617,Michael Spierig,92,38050000
2845,Cats & Dogs,2001,5.1,"Acción, Comedia, Familiar",51613,Lawrence Guterman,87,93390000
2846,Red Planet,2000,5.7,"Acción, Ciencia Ficción, Suspenso",51563,Antony Hoffman,106,17480000
2847,V/H/S,2012,5.8,"Horror, Suspenso",51529,Matt Bettinelli-Olpin,116,100000
2848,Out of Time,2003,6.5,"Crimen, Drama, Misterio",51526,Carl Franklin,105,40910000
2849,The Best Years of Our Lives,1946,8.1,"Drama, Romántica, Guerra",51482,William Wyler,170,23650000
2850,R.V.: Runaway Vacation,2006,5.5,"Aventura, Comedia, Familiar",51457,Barry Sonnenfeld,99,71730000
2851,The Game Plan,2007,6.2,"Comedia, Familiar, Deportes",51447,Andy Fickman,110,90650000
2852,Elle,2016,7.2,"Crimen, Drama, Suspenso",51445,Paul Verhoeven,130,NA
2853,Road House,1989,6.5,"Acción, Suspenso",51422,Rowdy Herrington,114,30050000
2854,Jack,1996,5.8,"Comedia, Drama, Fantasía",51419,Francis Ford Coppola,113,58620000
2855,Sabrina,1954,7.7,"Comedia, Drama, Romántica",51414,Billy Wilder,113,NA
2856,Shallow Grave,1994,7.3,"Crimen, Suspenso",51409,Danny Boyle,89,2880000
2857,America's Sweethearts,2001,5.7,"Comedia, Romántica",51380,Joe Roth,102,93610000
2858,Fright Night,1985,7.1,"Horror, Suspenso",51375,Tom Holland,106,24920000
2859,In the Mouth of Madness,1994,7.2,"Fantasía, Horror, Misterio",51345,John Carpenter,95,8950000
2860,Rendition,2007,6.8,"Drama, Suspenso",51311,Gavin Hood,122,9740000
2861,Hoodwinked!,2005,6.5,"Animación, Comedia, Crimen",51244,Cory Edwards,80,51390000
2862,The Ghost and the Darkness,1996,6.8,"Aventura, Drama, Suspenso",51235,Stephen Hopkins,110,38620000
2863,Waltz with Bashir,2008,8,"Animación, Biografía, Drama",51234,Ari Folman,90,2280000
2864,In Good Company,2004,6.5,"Comedia, Drama, Romántica",51227,Paul Weitz,109,45490000
2865,Krampus,2015,6.2,"Acción, Comedia, Fantasía",51203,Michael Dougherty,98,42590000
2866,The Mighty Ducks,1992,6.5,"Comedia, Drama, Familiar",51182,Stephen Herek,100,50750000
2867,Win Win,2011,7.2,"Comedia, Drama, Deportes",51179,Tom McCarthy,106,10180000
2868,Duck Soup,1933,8,"Comedia, Musical, Guerra",51170,Leo McCarey,68,NA
2869,High School Musical 3: Senior Year,2008,4.7,"Comedia, Drama, Familiar",51011,Kenny Ortega,112,90560000
2870,Soylent Green,1973,7.1,"Crimen, Misterio, Ciencia Ficción",50970,Richard Fleischer,97,NA
2871,Duplex,2003,5.9,Comedia,50933,Danny DeVito,89,9690000
2872,The Collector,2009,6.4,"Horror, Suspenso",50927,Marcus Dunstan,90,7710000
2873,Marathon Man,1976,7.5,"Crimen, Suspenso",50870,John Schlesinger,125,21710000
2874,Cocoon,1985,6.7,"Comedia, Drama, Ciencia Ficción",50838,Ron Howard,117,76110000
2875,Zookeeper,2011,5.2,"Comedia, Familiar, Romántica",50822,Frank Coraci,102,80360000
2876,The Chorus,2004,7.9,"Drama, Música",50784,Christophe Barratier,97,3640000
2877,Straw Dogs,1971,7.5,"Crimen, Drama, Suspenso",50778,Sam Peckinpah,113,NA
2878,Calvary,2014,7.4,Drama,50762,John Michael McDonagh,102,3590000
2879,"4 luni, 3 saptamâni si 2 zile",2007,7.9,Drama,50743,Cristian Mungiu,113,1190000
2880,The Sweetest Thing,2002,5.1,"Comedia, Romántica",50686,Roger Kumble,88,24720000
2881,The Right Stuff,1983,7.9,"Aventura, Biografía, Drama",50678,Philip Kaufman,193,21500000
2882,Animal Kingdom,2010,7.3,"Crimen, Drama",50628,David Michôd,113,1040000
2883,Jonah Hex,2010,4.7,"Acción, Drama, Fantasía",50615,Jimmy Hayward,81,10540000
2884,Benny & Joon,1993,7.2,"Comedia, Drama, Romántica",50615,Jeremiah S. Chechik,98,23200000
2885,The Mountain Between Us,2017,6.4,"Acción, Aventura, Drama",50585,Hany Abu-Assad,112,30350000
2886,The Frozen Ground,2013,6.4,"Crimen, Drama, Misterio",50585,Scott Walker,105,NA
2887,Los cronocrímenes,2007,7.2,"Horror, Misterio, Ciencia Ficción",50548,Nacho Vigalondo,92,40000
2888,Sanctum,2011,5.9,"Aventura, Drama, Suspenso",50547,Alister Grierson,108,23070000
2889,Apollo 18,2011,5.2,"Horror, Misterio, Ciencia Ficción",50465,Gonzalo López-Gallego,86,17690000
2890,Aloha,2015,5.4,"Comedia, Drama, Romántica",50429,Cameron Crowe,105,20990000
2891,Wristcutters: A Love Story,2006,7.3,"Comedia, Drama, Fantasía",50397,Goran Dukic,88,320000
2892,The Rescuers,1977,6.9,"Animación, Aventura, Comedia",50368,John Lounsbery,78,71220000
2893,The Mission,1986,7.5,"Aventura, Drama, Histórico",50366,Roland Joffé,125,17220000
2894,Enes Batur Hayal mi Gerçek mi?,2018,6,Comedia,50364,Kamil Cetin,110,NA
2895,Fanny and Alexander,1982,8.1,Drama,50346,Ingmar Bergman,188,4970000
2896,You Were Never Really Here,2017,6.9,"Crimen, Drama, Misterio",50336,Lynne Ramsay,89,2520000
2897,Timecop,1994,5.8,"Acción, Crimen, Ciencia Ficción",50322,Peter Hyams,99,44850000
2898,Poltergeist,2015,4.9,"Horror, Suspenso",50302,Gil Kenan,93,47430000
2899,Best in Show,2000,7.5,Comedia,50285,Christopher Guest,90,18620000
2900,Valhalla Rising,2009,6,"Aventura, Drama, Fantasía",50281,Nicolas Winding Refn,93,20000
2901,Step Up 4: Miami Heat,2012,6.5,"Drama, Música, Romántica",50274,Scott Speer,99,35070000
2902,LOL,2012,4.4,"Comedia, Drama, Romántica",50264,Lisa Azuelos,97,50000
2903,Monster-in-Law,2005,5.5,"Comedia, Romántica",50221,Robert Luketic,101,82930000
2904,Bad Education,2004,7.5,"Crimen, Drama",50212,Pedro Almodóvar,106,5210000
2905,Paterson,2016,7.4,"Comedia, Drama, Romántica",50194,Jim Jarmusch,118,2140000
2906,Drishyam,2015,8.3,"Crimen, Drama, Suspenso",50166,Nishikant Kamat,163,740000
2907,The Whole Ten Yards,2004,5.5,"Comedia, Crimen, Suspenso",50148,Howard Deutch,98,16320000
2908,The Peacemaker,1997,5.9,"Acción, Suspenso",50094,Mimi Leder,124,41260000
2909,Star Trek V: The Final Frontier,1989,5.4,"Acción, Aventura, Fantasía",50082,William Shatner,107,52210000
2910,Short Circuit,1986,6.6,"Comedia, Familiar, Ciencia Ficción",50039,John Badham,98,40700000
2911,Chungking Express,1994,8.1,"Crimen, Drama, Romántica",50017,Kar-Wai Wong,102,600000
2912,Night Watch,2004,6.5,"Acción, Fantasía, Horror",49992,Timur Bekmambetov,114,1490000
2913,The Ice Storm,1997,7.5,Drama,49980,Ang Lee,112,7840000
2914,La leggenda del pianista sull'oceano,1998,8.1,"Drama, Música, Romántica",49978,Giuseppe Tornatore,165,260000
2915,National Lampoon's European Vacation,1985,6.2,"Aventura, Comedia",49941,Amy Heckerling,95,49400000
2916,The Man Who Knew Too Much,1956,7.5,"Drama, Suspenso",49939,Alfred Hitchcock,120,10250000
2917,Dog Soldiers,2002,6.8,"Acción, Horror, Suspenso",49816,Neil Marshall,105,NA
2918,In the Loop,2009,7.5,Comedia,49787,Armando Iannucci,106,2380000
2919,Bringing Up Baby,1938,8,"Comedia, Familiar, Romántica",49782,Howard Hawks,102,NA
2920,Dennis the Menace,1993,5.5,"Comedia, Familiar",49770,Nick Castle,94,51270000
2921,The Legend of Bagger Vance,2000,6.7,"Drama, Fantasía, Deportes",49738,Robert Redford,126,30700000
2922,Underground,1995,8.1,"Comedia, Drama, Guerra",49733,Emir Kusturica,170,NA
2923,Kahaani,2012,8.2,"Misterio, Suspenso",49701,Sujoy Ghosh,122,1040000
2924,Autómata,2014,6.1,"Acción, Ciencia Ficción, Suspenso",49691,Gabe Ibáñez,109,NA
2925,Blood Father,2016,6.4,"Acción, Crimen, Drama",49677,Jean-François Richet,88,NA
2926,The Astronaut's Wife,1999,5.3,"Drama, Ciencia Ficción, Suspenso",49662,Rand Ravich,109,10670000
2927,My Bloody Valentine,2009,5.5,"Horror, Misterio, Suspenso",49659,Patrick Lussier,101,51550000
2928,Stand Up Guys,2012,6.5,"Comedia, Crimen, Suspenso",49657,Fisher Stevens,95,3300000
2929,Perfect Sense,2011,7.1,"Drama, Romántica, Ciencia Ficción",49655,David Mackenzie,92,0
2930,Thirteen Days,2000,7.3,"Drama, Histórico, Suspenso",49651,Roger Donaldson,145,34590000
2931,The Nun,2018,5.6,"Horror, Misterio, Suspenso",49650,Corin Hardy,96,117150000
2932,Just My Luck,2006,5.4,"Comedia, Fantasía, Romántica",49573,Donald Petrie,103,17320000
2933,Race to Witch Mountain,2009,5.7,"Acción, Aventura, Familiar",49565,Andy Fickman,98,67170000
2934,The Sisterhood of the Travelling Pants,2005,6.5,"Comedia, Drama, Romántica",49533,Ken Kwapis,119,39010000
2935,Magnum Force,1973,7.2,"Acción, Crimen, Misterio",49521,Ted Post,124,NA
2936,House on Haunted Hill,1999,5.6,"Horror, Misterio, Suspenso",49512,William Malone,93,40850000
2937,The Death of Stalin,2017,7.2,"Comedia, Drama, Histórico",49486,Armando Iannucci,107,8039999.999999999
2938,The Legend of Hercules,2014,4.2,"Acción, Aventura, Fantasía",49465,Renny Harlin,99,18850000
2939,Original Sin,2001,6,"Drama, Misterio, Romántica",49427,Michael Cristofer,116,16250000
2940,Cry-Baby,1990,6.5,"Comedia, Musical",49312,John Waters,85,8270000
2941,Rio Bravo,1959,8,"Acción, Drama, Oeste",49307,Howard Hawks,141,12540000
2942,The Boxtrolls,2014,6.8,"Animación, Aventura, Comedia",49298,Graham Annable,96,50840000
2943,Wicker Park,2004,7,"Drama, Misterio, Romántica",49246,Paul McGuigan,114,12830000
2944,Toki o kakeru shôjo,2006,7.8,"Animación, Aventura, Comedia",49226,Mamoru Hosoda,98,NA
2945,A Tale of Two Sisters,2003,7.2,"Drama, Horror, Misterio",49181,Jee-woon Kim,115,NA
2946,Friday the 13th Part 2,1981,6.1,"Horror, Misterio, Suspenso",49168,Steve Miner,87,21720000
2947,Srpski film,2010,5.1,"Horror, Misterio, Suspenso",49108,Srdjan Spasojevic,104,NA
2948,Criminal,2016,6.3,"Acción, Crimen, Drama",49102,Ariel Vromen,113,14270000
2949,Star Wars: The Clone Wars,2008,5.9,"Animación, Acción, Aventura",49082,Dave Filoni,98,35160000
2950,Ghajini,2008,7.3,"Acción, Drama, Misterio",49063,A.R. Murugadoss,183,2430000
2951,Away We Go,2009,7.1,"Comedia, Drama, Romántica",49051,Sam Mendes,98,9450000
2952,Last Man Standing,1996,6.4,"Acción, Crimen, Drama",49008,Walter Hill,101,17600000
2953,Lake Placid,1999,5.7,"Acción, Comedia, Horror",49007,Steve Miner,82,31770000
2954,Flight of the Phoenix,2004,6.1,"Acción, Aventura, Drama",48986,John Moore,113,21010000
2955,Blow-Up,1966,7.6,"Drama, Misterio, Suspenso",48948,Michelangelo Antonioni,111,NA
2956,Crocodile Dundee II,1988,5.5,"Acción, Aventura, Comedia",48931,John Cornell,108,109310000
2957,Stealth,2005,5,"Acción, Aventura, Ciencia Ficción",48890,Rob Cohen,121,32119999.999999996
2958,Keeping Up with the Joneses,2016,5.9,"Acción, Comedia",48878,Greg Mottola,105,14900000
2959,The Majestic,2001,6.9,"Drama, Romántica",48869,Frank Darabont,152,27810000
2960,Crimes and Misdemeanors,1989,8,"Comedia, Drama",48861,Woody Allen,104,18250000
2961,Harvey,1950,8,"Comedia, Drama, Fantasía",48844,Henry Koster,104,NA
2962,Sexy Beast,2000,7.3,"Crimen, Drama, Suspenso",48843,Jonathan Glazer,89,6950000
2963,Cheaper by the Dozen 2,2005,5.5,"Aventura, Comedia, Familiar",48842,Adam Shankman,94,82570000
2964,Session 9,2001,6.5,"Horror, Misterio",48822,Brad Anderson,100,380000
2965,Rudy,1993,7.5,"Biografía, Drama, Deportes",48697,David Anspaugh,114,22750000
2966,How High,2001,6.3,"Comedia, Fantasía",48634,Jesse Dylan,93,31160000
2967,Queen of the Damned,2002,5.3,"Drama, Fantasía, Horror",48617,Michael Rymer,101,30340000
2968,Young Guns,1988,6.9,"Acción, Oeste",48594,Christopher Cain,107,45660000
2969,Casanova,2005,6.5,"Aventura, Comedia, Drama",48502,Lasse Hallström,112,11290000
2970,My Blueberry Nights,2007,6.7,"Drama, Romántica",48458,Kar-Wai Wong,95,870000
2971,Murder by Numbers,2002,6.1,"Crimen, Misterio, Suspenso",48421,Barbet Schroeder,115,31870000
2972,Chaplin,1992,7.6,"Biografía, Comedia, Drama",48380,Richard Attenborough,143,9490000
2973,The Pledge,2001,6.8,"Crimen, Drama, Misterio",48367,Sean Penn,124,19720000
2974,Eight Legged Freaks,2002,5.4,"Acción, Comedia, Horror",48321,Ellory Elkayem,99,17320000
2975,Wet Hot American Summer,2001,6.7,"Comedia, Romántica",48305,David Wain,97,290000
2976,Quills,2000,7.3,"Biografía, Drama",48294,Philip Kaufman,124,7060000
2977,The Dark Crystal,1982,7.2,"Aventura, Familiar, Fantasía",48267,Jim Henson,93,40580000
2978,Lords of Dogtown,2005,7.1,"Biografía, Drama, Deportes",48262,Catherine Hardwicke,107,11010000
2979,Gnomeo & Juliet,2011,6,"Animación, Aventura, Comedia",48245,Kelly Asbury,84,99970000
2980,Arthur,2011,5.7,"Comedia, Romántica",48239,Jason Winer,110,33040000
2981,All Good Things,2010,6.3,"Crimen, Drama, Misterio",48237,Andrew Jarecki,101,580000
2982,Copycat,1995,6.6,"Drama, Misterio, Suspenso",48169,Jon Amiel,123,32049999.999999996
2983,Inland Empire,2006,7,"Drama, Misterio, Suspenso",48167,David Lynch,180,750000
2984,Sneakers,1992,7.1,"Comedia, Crimen, Drama",48161,Phil Alden Robinson,126,51430000
2985,Tristan + Isolde,2006,6.8,"Acción, Drama, Romántica",48146,Kevin Reynolds,125,14730000
2986,Innerspace,1987,6.8,"Acción, Aventura, Comedia",48133,Joe Dante,120,25890000
2987,Night on Earth,1991,7.8,"Comedia, Drama",48129,Jim Jarmusch,129,2020000
2988,The World's Fastest Indian,2005,7.8,"Biografía, Drama, Deportes",48105,Roger Donaldson,127,5130000
2989,Stuck on You,2003,5.8,Comedia,48098,Bobby Farrelly,118,33830000
2990,The Eye,2008,5.4,"Drama, Horror, Misterio",48084,David Moreau,98,31420000
2991,The Gods Must Be Crazy,1980,7.3,Comedia,48051,Jamie Uys,109,30030000
2992,Vampire Academy,2014,5.5,"Acción, Comedia, Fantasía",48048,Mark Waters,104,7790000
2993,A Dog's Purpose,2017,7,"Aventura, Comedia, Drama",48007,Lasse Hallström,100,64510000.00000001
2994,Irrational Man,2015,6.6,"Comedia, Drama",48005,Woody Allen,95,4030000.0000000005
2995,Wolf,1994,6.2,"Drama, Horror, Romántica",47996,Mike Nichols,125,65010000.00000001
2996,The Player,1992,7.6,"Comedia, Crimen, Drama",47941,Robert Altman,124,21710000
2997,Murder on the Orient Express,1974,7.3,"Crimen, Drama, Misterio",47862,Sidney Lumet,128,NA
2998,Heartbreakers,2001,6.2,"Comedia, Crimen, Romántica",47840,David Mirkin,123,40340000
2999,Das Cabinet des Dr. Caligari,1920,8.1,"Fantasía, Horror, Misterio",47836,Robert Wiene,76,NA
3000,A New York Winter's Tale,2014,6.2,"Drama, Fantasía, Misterio",47835,Akiva Goldsman,118,20000
3001,Chaos,2005,6.5,"Acción, Crimen, Drama",47823,Tony Giglio,106,NA
3002,Soldier,1998,6,"Acción, Drama, Ciencia Ficción",47818,Paul W.S. Anderson,99,14570000
3003,The Condemned,2007,6.1,"Acción, Crimen, Suspenso",47796,Scott Wiper,113,0
3004,The Jerk,1979,7.2,Comedia,47795,Carl Reiner,94,73690000
3005,Storks,2016,6.8,"Animación, Aventura, Comedia",47787,Nicholas Stoller,87,72680000
3006,The Longest Day,1962,7.8,"Acción, Drama, Histórico",47779,Ken Annakin,178,39100000
3007,The Soloist,2009,6.7,"Biografía, Drama, Música",47765,Joe Wright,117,31670000
3008,Re-Animator,1985,7.2,"Comedia, Horror, Ciencia Ficción",47745,Stuart Gordon,105,2020000
3009,Hesher,2010,7,"Comedia, Drama",47694,Spencer Susser,106,380000
3010,The General's Daughter,1999,6.3,"Crimen, Drama, Misterio",47692,Simon West,116,102710000
3011,Terms of Endearment,1983,7.4,"Comedia, Drama",47680,James L. Brooks,132,108420000
3012,Vampires,1998,6.1,"Acción, Horror, Suspenso",47649,John Carpenter,108,20240000
3013,Chariots of Fire,1981,7.2,"Biografía, Drama, Deportes",47644,Hugh Hudson,125,58970000
3014,After Hours,1985,7.7,"Comedia, Crimen, Drama",47635,Martin Scorsese,97,10600000
3015,Hudson Hawk,1991,5.8,"Acción, Aventura, Comedia",47620,Michael Lehmann,100,17220000
3016,A River Runs Through It,1992,7.3,Drama,47610,Robert Redford,123,43440000
3017,Bacheha-Ye aseman,1997,8.3,"Drama, Familiar",47598,Majid Majidi,89,930000
3018,Hart's War,2002,6.3,"Drama, Guerra",47581,Gregory Hoblit,125,19080000
3019,Son of the Mask,2005,2.2,"Comedia, Familiar, Fantasía",47577,Lawrence Guterman,94,17020000
3020,Shine,1996,7.7,"Biografía, Drama, Música",47511,Scott Hicks,105,35810000
3021,Rocketeer,1991,6.4,"Acción, Aventura, Familiar",47459,Joe Johnston,108,46700000
